iter_idx,layer_idx,n_kernels,kernel_sum_us,walltime_us,overlap_us
57,20,16,243.5,201.1,42.4
57,21,16,242.6,204.1,38.5
57,22,16,245.5,208.2,37.2
57,23,16,248.6,209.3,39.3
57,24,16,246.7,202.5,44.3
57,25,16,250.6,213.3,37.2
57,26,16,256.2,215.0,41.2
57,27,16,243.7,195.5,48.2
57,28,16,246.0,208.4,37.5
57,29,16,278.4,238.7,39.7
57,30,17,263.5,225.0,38.5
57,31,16,217.1,178.9,38.1
57,32,16,239.3,201.3,38.0
57,33,16,252.8,215.7,37.1
57,34,16,227.8,189.2,38.6
57,35,16,243.6,199.1,44.5
57,36,16,244.7,207.0,37.7
57,37,16,225.0,182.8,42.1
57,38,17,266.6,225.9,40.7
57,39,16,249.6,204.4,45.3
57,40,16,228.5,192.6,35.9
57,41,16,254.5,216.7,37.8
57,42,16,263.9,223.6,40.4
57,43,16,262.0,214.9,47.0
57,44,16,257.0,216.3,40.7
57,45,16,231.5,191.4,40.0
57,46,16,221.6,184.7,36.9
57,47,16,232.6,194.4,38.2
57,48,17,249.3,212.8,36.5
57,49,16,246.8,203.2,43.6
57,50,16,220.4,179.8,40.6
58,0,17,295.7,258.6,37.2
58,1,16,228.8,190.4,38.4
58,2,17,276.4,239.8,36.7
58,3,16,245.3,199.5,45.8
58,4,16,240.2,197.7,42.5
58,5,16,233.2,186.7,46.5
58,6,16,229.3,186.1,43.2
58,7,17,260.2,224.2,36.0
58,8,17,246.0,208.9,37.2
58,9,17,261.1,221.6,39.5
58,10,17,257.6,219.2,38.4
58,11,16,250.7,213.9,36.8
58,12,16,250.0,211.9,38.1
58,13,17,265.7,218.4,47.4
58,14,16,254.8,208.3,46.4
58,15,17,256.6,217.9,38.7
58,16,16,252.3,205.7,46.6
58,17,16,227.1,189.0,38.1
58,18,16,248.1,210.5,37.5
58,19,16,236.4,198.9,37.4
58,20,17,269.0,230.5,38.4
58,21,17,258.8,221.1,37.7
58,22,16,254.5,215.3,39.2
58,23,16,249.2,209.0,40.2
58,24,16,251.2,213.1,38.1
58,25,16,237.8,196.7,41.1
58,26,16,262.3,226.1,36.2
58,27,16,232.7,188.7,44.0
58,28,16,252.2,209.2,43.1
58,29,16,230.4,192.7,37.7
58,30,16,244.3,199.2,45.1
58,31,16,237.5,200.4,37.1
58,32,16,237.7,191.0,46.7
58,33,17,260.5,222.8,37.7
58,34,16,262.0,225.0,37.1
58,35,16,217.3,179.2,38.2
58,36,16,231.9,194.9,37.0
58,37,16,260.0,212.5,47.5
58,38,16,254.1,210.2,43.9
58,39,16,232.9,189.7,43.2
58,40,16,254.9,209.6,45.3
58,41,17,256.5,218.8,37.7
58,42,16,269.8,232.3,37.6
58,43,16,252.2,213.7,38.6
58,44,16,230.0,193.3,36.7
58,45,16,257.1,214.5,42.6
58,46,16,250.1,211.6,38.5
58,47,16,238.4,199.7,38.7
58,48,17,269.4,232.9,36.5
58,49,16,206.7,170.1,36.6
58,50,16,245.1,207.8,37.3
59,0,16,250.0,210.4,39.6
59,1,16,253.2,214.1,39.1
59,2,16,227.4,188.8,38.6
59,3,16,233.8,191.9,41.9
59,4,16,235.6,192.5,43.1
59,5,17,241.4,204.2,37.2
59,6,16,260.6,215.9,44.8
59,7,17,262.9,222.9,40.0
59,8,16,238.8,195.3,43.5
59,9,16,219.2,182.2,37.0
59,10,16,238.9,201.2,37.8
59,11,16,227.8,191.4,36.4
59,12,16,217.5,180.6,36.9
59,13,16,214.1,175.9,38.2
59,14,16,257.3,209.3,48.0
59,15,16,241.2,202.7,38.5
59,16,16,234.7,188.4,46.3
59,17,16,222.1,184.2,37.9
59,18,16,234.2,190.9,43.4
59,19,16,254.9,211.8,43.1
59,20,17,249.8,203.0,46.7
59,21,16,222.1,177.3,44.8
59,22,17,257.1,218.0,39.1
59,23,16,267.2,220.4,46.8
59,24,16,235.3,188.8,46.5
59,25,16,243.4,205.2,38.2
59,26,16,266.7,229.2,37.5
59,27,17,282.5,243.2,39.3
59,28,16,260.5,217.2,43.3
59,29,17,263.6,224.5,39.1
59,30,16,266.2,227.8,38.4
59,31,16,245.1,206.8,38.3
59,32,16,237.3,201.1,36.2
59,33,17,264.9,226.7,38.3
59,34,17,267.1,228.5,38.6
59,35,16,213.9,179.1,34.7
59,36,16,253.3,215.0,38.3
59,37,16,250.2,205.8,44.4
59,38,16,245.3,209.3,36.0
59,39,16,236.1,193.6,42.5
59,40,16,242.1,199.9,42.2
59,41,16,236.5,198.7,37.8
59,42,16,247.2,209.3,37.9
59,43,16,274.0,222.7,51.3
59,44,16,219.8,180.7,39.1
59,45,17,274.9,229.1,45.8
59,46,16,247.6,208.3,39.3
59,47,16,245.6,208.8,36.7
59,48,16,249.9,203.0,46.9
59,49,16,239.4,196.8,42.6
59,50,16,251.8,208.5,43.4
60,0,16,240.5,196.1,44.4
60,1,16,241.3,195.8,45.6
60,2,16,253.0,216.9,36.2
60,3,17,268.5,229.3,39.2
60,4,16,229.3,191.7,37.6
60,5,16,247.9,209.2,38.8
60,6,16,245.7,198.3,47.4
60,7,16,241.2,201.9,39.4
60,8,16,248.0,211.7,36.3
60,9,17,247.1,207.1,40.0
60,10,16,221.8,185.1,36.7
60,11,16,248.5,210.9,37.6
60,12,16,238.3,199.8,38.5
60,13,16,221.4,181.7,39.7
60,14,16,237.9,192.4,45.4
60,15,16,273.9,234.7,39.1
60,16,16,255.0,211.1,44.0
60,17,17,265.8,226.9,38.9
60,18,16,225.8,189.9,36.0
60,19,16,228.0,185.3,42.8
60,20,17,261.6,219.7,41.9
60,21,16,233.2,189.9,43.3
60,22,17,265.9,217.8,48.1
60,23,17,262.0,221.8,40.2
60,24,17,263.7,227.0,36.7
60,25,16,233.5,196.2,37.3
60,26,16,233.9,196.0,37.9
60,27,16,225.6,183.1,42.5
60,28,16,254.3,216.9,37.4
60,29,17,265.8,226.7,39.1
60,30,16,232.6,194.5,38.1
60,31,16,233.5,198.2,35.4
60,32,16,227.7,190.1,37.6
60,33,16,236.9,193.8,43.1
60,34,16,254.6,212.2,42.4
60,35,16,214.3,177.0,37.3
60,36,16,254.8,208.9,45.9
60,37,16,265.4,219.3,46.1
60,38,16,257.2,210.3,47.0
60,39,16,259.9,219.7,40.2
60,40,16,233.7,195.0,38.7
60,41,16,234.9,194.8,40.2
60,42,17,266.4,228.5,38.0
60,43,16,263.7,223.5,40.2
60,44,16,227.6,187.4,40.2
60,45,17,270.9,228.1,42.8
60,46,17,266.6,229.6,37.0
60,47,16,216.8,179.0,37.8
60,48,17,256.7,217.7,39.1
60,49,16,245.8,200.3,45.5
60,50,16,251.6,203.5,48.1
61,0,16,249.7,211.4,38.4
61,1,16,237.3,200.2,37.1
61,2,16,255.6,218.0,37.7
61,3,16,221.6,175.3,46.4
61,4,16,216.6,179.9,36.7
61,5,16,253.1,217.1,36.0
61,6,16,236.4,198.3,38.1
61,7,16,247.1,210.1,37.1
61,8,16,234.4,195.6,38.8
61,9,16,241.1,198.1,42.9
61,10,16,232.6,195.0,37.6
61,11,16,238.1,201.8,36.3
61,12,16,217.7,182.3,35.4
61,13,16,242.3,199.9,42.4
61,14,16,254.2,216.4,37.9
61,15,16,215.6,176.1,39.5
61,16,16,243.1,204.5,38.6
61,17,16,244.3,208.0,36.3
61,18,17,276.5,241.1,35.4
61,19,17,257.4,212.4,45.1
61,20,16,232.1,194.8,37.3
61,21,16,258.5,214.8,43.7
61,22,16,226.0,180.3,45.8
61,23,16,230.0,191.5,38.5
61,24,16,233.1,190.8,42.3
61,25,16,257.2,213.3,43.9
61,26,16,237.0,195.3,41.7
61,27,16,261.7,218.0,43.7
61,28,16,236.9,195.0,41.9
61,29,16,240.0,203.4,36.6
61,30,16,261.2,214.3,46.8
61,31,16,226.7,185.9,40.8
61,32,17,263.5,221.0,42.4
61,33,17,271.8,227.1,44.7
61,34,16,244.7,207.4,37.3
61,35,17,275.1,231.2,43.8
61,36,17,272.2,229.1,43.1
61,37,16,249.4,211.9,37.5
61,38,16,237.2,200.1,37.2
61,39,16,213.2,175.3,37.9
61,40,17,242.2,204.5,37.6
61,41,16,252.6,213.6,39.0
61,42,17,255.5,219.3,36.1
61,43,16,237.3,200.6,36.7
61,44,16,269.6,227.8,41.8
61,45,16,225.1,185.4,39.7
61,46,16,232.5,196.0,36.5
61,47,16,248.7,203.6,45.1
61,48,16,231.2,187.7,43.5
61,49,16,269.4,225.1,44.4
61,50,16,225.9,186.9,39.0
62,0,16,239.6,199.7,39.9
62,1,16,253.4,212.2,41.2
62,2,16,250.4,213.6,36.8
62,3,16,241.8,197.2,44.6
62,4,16,226.6,190.1,36.5
62,5,17,264.4,221.3,43.1
62,6,16,226.0,185.9,40.1
62,7,16,233.6,192.4,41.2
62,8,16,240.2,204.5,35.7
62,9,17,264.9,228.2,36.8
62,10,17,246.9,209.4,37.5
62,11,16,242.7,204.8,37.9
62,12,16,250.0,209.4,40.6
62,13,16,231.0,193.3,37.7
62,14,16,229.2,186.0,43.2
62,15,17,255.1,212.8,42.3
62,16,16,226.6,180.6,45.9
62,17,16,233.1,190.4,42.7
62,18,16,243.8,206.7,37.1
62,19,16,242.6,200.6,42.0
62,20,17,261.3,214.8,46.5
62,21,16,262.2,223.3,38.9
62,22,16,232.8,192.6,40.2
62,23,16,254.3,208.2,46.1
62,24,16,244.4,200.2,44.3
62,25,17,268.4,226.8,41.5
62,26,16,251.5,206.0,45.4
62,27,17,292.1,247.6,44.4
62,28,16,246.5,208.9,37.6
62,29,16,199.6,161.6,38.0
62,30,16,253.2,209.5,43.7
62,31,16,235.3,196.3,39.0
62,32,16,233.4,188.8,44.6
62,33,17,258.8,220.8,37.9
62,34,16,266.0,222.5,43.5
62,35,17,261.8,223.2,38.6
62,36,16,243.2,206.3,37.0
62,37,17,262.8,225.5,37.3
62,38,16,234.7,190.8,43.8
62,39,16,240.7,196.4,44.3
62,40,16,236.4,198.1,38.3
62,41,17,268.0,218.3,49.7
62,42,17,260.7,222.5,38.2
62,43,16,257.4,220.9,36.5
62,44,16,250.2,211.3,38.9
62,45,16,257.7,218.1,39.6
62,46,17,262.5,222.8,39.6
62,47,16,239.1,202.3,36.8
62,48,16,241.2,195.3,45.9
62,49,16,209.6,167.3,42.3
62,50,16,255.8,211.5,44.4
63,0,16,246.2,208.1,38.1
63,1,16,236.9,192.2,44.7
63,2,17,258.6,222.2,36.4
63,3,16,256.1,210.3,45.8
63,4,16,239.3,200.8,38.6
63,5,16,240.5,197.3,43.3
63,6,16,252.5,206.9,45.6
63,7,17,249.8,210.4,39.4
63,8,16,245.4,207.4,38.0
63,9,16,188.5,149.6,38.9
63,10,17,247.6,210.8,36.8
63,11,16,246.2,200.6,45.6
63,12,16,217.7,180.9,36.8
63,13,16,219.7,181.8,37.9
63,14,16,236.5,194.6,41.9
63,15,16,243.5,199.9,43.6
63,16,16,250.9,212.8,38.2
63,17,17,257.2,211.5,45.8
63,18,16,239.2,200.4,38.9
63,19,16,246.0,208.4,37.6
63,20,17,261.3,223.9,37.4
63,21,17,252.2,207.2,45.0
63,22,17,246.7,208.2,38.5
63,23,16,239.7,202.3,37.4
63,24,16,227.9,186.0,41.9
63,25,16,232.6,188.6,44.0
63,26,16,254.4,210.7,43.7
63,27,16,237.5,191.9,45.6
63,28,16,255.4,215.9,39.5
63,29,16,227.1,188.9,38.2
63,30,17,261.8,224.1,37.7
63,31,16,244.6,206.3,38.3
63,32,16,226.5,188.4,38.0
63,33,17,260.0,216.2,43.8
63,34,17,272.4,234.0,38.4
63,35,17,262.4,222.2,40.2
63,36,16,225.6,189.9,35.7
63,37,16,234.0,197.6,36.4
63,38,16,242.0,200.1,41.9
63,39,16,247.5,210.9,36.6
63,40,16,236.1,196.8,39.2
63,41,17,249.1,211.5,37.6
63,42,17,283.0,237.5,45.5
63,43,17,266.9,229.4,37.5
63,44,16,232.3,193.4,38.9
63,45,17,262.9,225.6,37.3
63,46,17,255.1,218.0,37.1
63,47,17,275.6,232.4,43.2
63,48,16,233.8,195.0,38.8
63,49,16,218.1,181.2,36.9
63,50,16,241.7,203.9,37.8
64,0,16,251.6,206.3,45.2
64,1,17,296.8,258.2,38.6
64,2,17,264.7,227.3,37.4
64,3,16,227.1,188.7,38.3
64,4,16,252.9,209.7,43.1
64,5,16,230.1,187.3,42.8
64,6,16,257.8,220.2,37.5
64,7,16,241.5,197.1,44.5
64,8,16,239.9,201.5,38.4
64,9,16,216.0,179.1,36.9
64,10,17,262.3,218.0,44.3
64,11,16,241.1,203.3,37.8
64,12,16,229.0,191.7,37.3
64,13,16,225.0,188.8,36.2
64,14,17,256.3,217.3,38.9
64,15,16,262.0,223.2,38.8
64,16,16,237.1,198.0,39.0
64,17,16,222.1,179.7,42.4
64,18,16,258.3,221.1,37.2
64,19,16,248.6,208.6,40.0
64,20,17,261.2,224.1,37.1
64,21,16,236.9,196.8,40.2
64,22,16,247.0,208.3,38.7
64,23,16,246.5,200.4,46.1
64,24,16,256.1,216.3,39.8
64,25,17,262.0,217.1,44.9
64,26,17,265.5,229.8,35.8
64,27,16,232.5,192.8,39.7
64,28,16,274.8,230.8,43.9
64,29,16,250.1,210.6,39.5
64,30,17,274.0,224.9,49.1
64,31,16,280.3,241.6,38.7
64,32,16,247.9,208.3,39.6
64,33,16,228.7,187.2,41.6
64,34,16,256.7,214.3,42.4
64,35,17,257.8,221.7,36.0
64,36,16,250.4,204.3,46.1
64,37,16,244.2,202.0,42.2
64,38,16,259.8,213.6,46.3
64,39,16,254.1,215.9,38.1
64,40,16,237.9,193.4,44.4
64,41,16,262.8,219.8,43.0
64,42,16,257.1,211.3,45.8
64,43,16,265.7,218.4,47.3
64,44,16,225.5,186.3,39.2
64,45,17,261.6,222.5,39.1
64,46,17,262.2,223.1,39.1
64,47,16,246.3,201.7,44.5
64,48,16,263.0,223.3,39.6
64,49,16,214.9,176.4,38.5
64,50,16,256.5,217.9,38.7
65,0,16,275.0,237.7,37.3
65,1,17,268.3,229.6,38.7
65,2,17,267.7,230.3,37.4
65,3,16,235.4,197.3,38.1
65,4,16,221.9,183.8,38.1
65,5,16,257.0,213.6,43.4
65,6,16,242.6,202.6,40.0
65,7,17,264.0,223.9,40.1
65,8,16,234.4,196.9,37.5
65,9,16,237.2,193.0,44.2
65,10,16,221.3,184.1,37.2
65,11,16,232.1,193.8,38.3
65,12,17,264.9,226.6,38.3
65,13,16,236.9,192.7,44.2
65,14,17,259.6,222.9,36.7
65,15,16,235.0,195.6,39.4
65,16,17,275.6,237.6,38.0
65,17,17,270.7,233.4,37.3
65,18,16,238.2,200.4,37.8
65,19,16,251.4,214.2,37.2
65,20,16,254.5,214.2,40.3
65,21,16,269.2,221.9,47.3
65,22,16,249.5,204.7,44.9
65,23,17,261.5,225.1,36.4
65,24,16,236.7,196.6,40.1
65,25,17,266.6,229.1,37.5
65,26,16,232.3,196.1,36.2
65,27,16,242.5,204.4,38.0
65,28,17,262.5,221.4,41.2
65,29,16,225.7,182.1,43.6
65,30,16,256.0,210.7,45.3
65,31,16,225.0,187.9,37.1
65,32,16,227.8,190.5,37.2
65,33,17,268.3,231.6,36.8
65,34,16,224.4,186.0,38.4
65,35,16,241.3,196.3,45.1
65,36,16,260.7,216.4,44.3
65,37,16,251.5,213.6,37.9
65,38,16,247.4,209.3,38.0
65,39,16,237.1,200.1,37.0
65,40,16,248.6,206.3,42.3
65,41,16,237.0,200.4,36.6
65,42,16,255.1,217.3,37.8
65,43,16,240.0,199.4,40.6
65,44,16,247.3,203.8,43.5
65,45,16,235.2,196.9,38.3
65,46,16,268.7,231.6,37.1
65,47,17,265.4,225.2,40.2
65,48,16,256.3,207.1,49.1
65,49,16,268.8,224.3,44.5
65,50,16,220.0,175.7,44.3
66,0,16,245.5,208.0,37.5
66,1,17,271.8,233.7,38.1
66,2,16,253.5,217.2,36.3
66,3,16,258.5,216.4,42.1
66,4,16,221.9,182.8,39.2
66,5,16,235.5,193.6,41.9
66,6,16,243.2,199.9,43.3
66,7,16,246.3,209.9,36.4
66,8,16,244.2,202.0,42.1
66,9,16,220.8,183.0,37.8
66,10,16,239.6,197.2,42.3
66,11,16,267.2,225.9,41.3
66,12,16,240.9,195.4,45.6
66,13,16,238.4,202.1,36.3
66,14,16,240.4,202.5,38.0
66,15,16,239.2,202.2,37.0
66,16,16,213.8,176.9,36.9
66,17,16,228.1,190.8,37.3
66,18,16,243.2,201.0,42.3
66,19,16,251.7,206.3,45.5
66,20,17,256.4,217.7,38.7
66,21,17,249.4,212.1,37.3
66,22,17,264.2,227.0,37.2
66,23,17,265.0,218.3,46.7
66,24,16,252.7,207.9,44.8
66,25,17,278.6,231.5,47.0
66,26,16,256.4,212.6,43.8
66,27,16,239.7,203.1,36.5
66,28,16,249.6,211.7,37.9
66,29,16,235.3,190.5,44.8
66,30,16,254.9,213.1,41.9
66,31,16,244.3,206.3,38.0
66,32,16,233.1,194.5,38.6
66,33,16,220.3,183.8,36.5
66,34,16,265.2,221.6,43.6
66,35,17,269.1,225.4,43.7
66,36,16,248.0,205.7,42.3
66,37,16,242.6,197.1,45.6
66,38,16,218.0,179.6,38.3
66,39,16,245.1,208.7,36.4
66,40,16,259.0,222.4,36.6
66,41,16,227.7,180.1,47.6
66,42,16,256.4,214.5,41.9
66,43,17,259.1,219.7,39.4
66,44,16,257.2,210.7,46.5
66,45,16,255.2,216.0,39.2
66,46,17,277.0,238.8,38.2
66,47,16,233.7,198.2,35.4
66,48,16,246.6,207.6,38.9
66,49,16,245.3,199.8,45.5
66,50,16,243.2,199.4,43.9
67,0,17,269.2,231.7,37.5
67,1,16,262.5,218.6,43.9
67,2,17,240.6,194.8,45.9
67,3,17,262.6,217.9,44.7
67,4,16,217.8,179.3,38.4
67,5,16,247.8,204.8,43.0
67,6,16,254.3,206.8,47.5
67,7,17,257.4,220.4,37.1
67,8,17,257.1,217.8,39.4
67,9,17,252.0,213.1,38.9
67,10,16,219.5,181.2,38.2
67,11,16,260.4,223.4,37.0
67,12,16,243.6,203.9,39.7
67,13,17,261.7,223.9,37.8
67,14,17,271.5,227.4,44.2
67,15,16,255.7,216.6,39.1
67,16,16,231.9,188.3,43.7
67,17,16,243.2,199.1,44.1
67,18,16,241.9,196.8,45.1
67,19,17,277.2,237.9,39.3
67,20,17,271.7,234.0,37.7
67,21,16,240.9,196.8,44.1
67,22,16,247.0,209.0,38.0
67,23,16,266.4,220.6,45.8
67,24,16,228.8,189.7,39.1
67,25,16,247.7,210.3,37.4
67,26,16,225.4,187.5,37.9
67,27,16,237.4,200.5,36.9
67,28,16,245.0,208.5,36.4
67,29,16,231.3,192.2,39.1
67,30,16,253.1,207.6,45.5
67,31,17,267.7,231.8,35.9
67,32,17,255.5,218.1,37.3
67,33,16,224.9,187.2,37.7
67,34,17,285.3,241.5,43.8
67,35,16,231.9,190.6,41.3
67,36,16,241.8,206.0,35.8
67,37,16,263.0,216.9,46.0
67,38,16,263.1,216.8,46.4
67,39,17,256.7,219.5,37.2
67,40,16,229.8,193.0,36.8
67,41,16,233.0,185.8,47.2
67,42,16,265.6,220.2,45.5
67,43,16,256.9,217.9,39.0
67,44,16,247.7,201.4,46.3
67,45,17,272.7,233.3,39.3
67,46,16,224.8,176.6,48.2
67,47,16,239.3,203.2,36.1
67,48,16,221.6,184.4,37.2
67,49,16,246.2,200.5,45.7
67,50,16,257.9,212.1,45.8
68,0,16,267.6,222.5,45.1
68,1,16,248.9,211.6,37.3
68,2,16,246.8,207.2,39.6
68,3,16,239.7,203.1,36.5
68,4,16,242.3,204.4,37.9
68,5,16,236.0,198.0,38.0
68,6,16,236.7,202.0,34.7
68,7,16,242.9,206.0,36.9
68,8,16,220.5,181.5,39.0
68,9,16,231.3,192.5,38.8
68,10,16,250.3,207.7,42.6
68,11,16,229.3,193.8,35.5
68,12,16,228.5,190.7,37.8
68,13,16,238.3,194.8,43.5
68,14,16,255.8,213.8,42.0
68,15,16,249.9,203.9,46.0
68,16,16,243.3,200.5,42.8
68,17,16,263.0,224.5,38.5
68,18,16,256.2,211.6,44.6
68,19,17,261.4,218.2,43.2
68,20,16,243.6,198.5,45.1
68,21,16,243.7,206.2,37.5
68,22,17,255.9,217.1,38.8
68,23,16,249.2,203.4,45.9
68,24,17,253.0,214.9,38.1
68,25,16,240.9,196.5,44.4
68,26,16,229.9,193.5,36.4
68,27,16,250.1,213.8,36.3
68,28,16,226.1,190.1,36.0
68,29,16,262.6,220.2,42.4
68,30,17,264.3,218.7,45.7
68,31,16,235.0,191.6,43.4
68,32,17,256.6,218.3,38.4
68,33,17,279.2,241.0,38.3
68,34,16,237.0,199.5,37.5
68,35,16,244.3,199.6,44.6
68,36,17,278.2,240.0,38.2
68,37,16,241.5,194.4,47.1
68,38,16,256.1,211.9,44.1
68,39,16,231.3,193.6,37.7
68,40,16,259.7,216.7,43.0
68,41,17,266.1,226.9,39.2
68,42,16,240.9,203.5,37.4
68,43,16,224.5,187.2,37.3
68,44,17,269.6,223.7,46.0
68,45,17,278.8,240.2,38.6
68,46,16,253.7,210.0,43.7
68,47,16,253.3,215.9,37.3
68,48,17,257.6,213.1,44.5
68,49,16,242.7,205.3,37.4
68,50,16,216.0,172.6,43.3
69,0,17,278.4,230.9,47.5
69,1,16,254.0,217.7,36.3
69,2,16,251.4,212.0,39.4
69,3,16,248.3,201.0,47.3
69,4,16,234.0,197.2,36.8
69,5,16,253.6,212.2,41.4
69,6,17,260.7,221.9,38.8
69,7,16,238.5,200.9,37.6
69,8,16,203.4,165.7,37.7
69,9,17,262.2,216.9,45.3
69,10,16,231.9,195.2,36.7
69,11,16,255.5,220.0,35.5
69,12,16,223.7,184.4,39.3
69,13,17,261.1,216.9,44.3
69,14,16,247.1,204.7,42.4
69,15,16,246.1,202.3,43.8
69,16,16,263.1,219.4,43.7
69,17,16,237.3,198.7,38.6
69,18,16,239.1,201.5,37.5
69,19,17,260.4,222.2,38.2
69,20,17,247.8,212.1,35.7
69,21,16,224.3,185.6,38.7
69,22,17,278.9,228.7,50.2
69,23,16,229.6,193.4,36.2
69,24,16,233.7,191.4,42.3
69,25,16,247.1,201.1,46.0
69,26,16,225.4,187.6,37.9
69,27,16,252.0,208.5,43.4
69,28,16,233.5,190.0,43.6
69,29,16,233.7,196.1,37.6
69,30,17,278.8,241.4,37.3
69,31,16,234.8,196.9,37.9
69,32,16,242.0,205.3,36.7
69,33,17,260.4,221.9,38.5
69,34,17,260.1,220.0,40.0
69,35,16,228.7,183.3,45.4
69,36,17,284.7,242.0,42.8
69,37,16,256.1,217.6,38.4
69,38,16,238.7,201.8,36.9
69,39,16,235.2,197.3,37.9
69,40,16,237.4,193.1,44.3
69,41,16,277.6,227.3,50.3
69,42,16,272.0,224.5,47.6
69,43,16,234.4,196.0,38.4
69,44,16,267.3,228.6,38.6
69,45,17,255.8,216.8,39.0
69,46,16,247.1,210.3,36.8
69,47,16,244.3,206.3,38.0
69,48,16,220.9,182.3,38.6
69,49,16,250.0,206.9,43.0
69,50,16,214.1,169.4,44.7
70,0,16,229.4,190.6,38.8
70,1,17,290.9,245.3,45.6
70,2,17,258.3,220.4,38.0
70,3,16,248.4,205.7,42.7
70,4,16,242.5,196.8,45.7
70,5,16,226.5,184.0,42.5
70,6,16,234.8,195.8,39.0
70,7,16,227.8,188.4,39.5
70,8,16,242.0,204.9,37.2
70,9,16,221.4,184.1,37.3
70,10,17,252.3,215.6,36.7
70,11,16,254.8,217.2,37.6
70,12,16,247.6,201.4,46.2
70,13,16,239.9,202.1,37.8
70,14,16,245.8,200.1,45.7
70,15,16,259.7,220.2,39.5
70,16,16,229.6,188.8,40.8
70,17,17,279.8,233.7,46.1
70,18,16,241.4,200.2,41.2
70,19,16,252.7,215.8,36.9
70,20,17,276.3,229.3,47.0
70,21,16,234.2,184.0,50.2
70,22,16,255.3,210.8,44.5
70,23,16,256.8,209.2,47.6
70,24,17,255.6,217.8,37.9
70,25,16,232.2,192.2,39.9
70,26,16,253.4,208.1,45.3
70,27,16,223.4,184.0,39.4
70,28,16,227.7,183.2,44.5
70,29,16,217.2,175.8,41.5
70,30,16,243.3,205.4,37.8
70,31,16,236.9,200.4,36.5
70,32,17,275.8,238.7,37.1
70,33,16,241.9,204.1,37.8
70,34,16,294.5,249.1,45.4
70,35,16,221.6,182.9,38.7
70,36,16,272.1,228.9,43.2
70,37,16,255.5,210.4,45.1
70,38,16,251.8,211.8,40.0
70,39,17,261.2,224.7,36.5
70,40,16,256.6,212.2,44.4
70,41,17,267.8,232.0,35.8
70,42,16,278.1,231.9,46.2
70,43,17,275.1,235.9,39.2
70,44,16,238.5,202.0,36.4
70,45,16,235.4,197.2,38.3
70,46,17,252.4,215.8,36.6
70,47,16,238.7,195.9,42.8
70,48,17,274.4,231.6,42.8
70,49,16,236.0,189.7,46.3
70,50,16,277.0,230.8,46.2
71,0,17,274.2,234.0,40.2
71,1,16,251.4,215.6,35.8
71,2,16,246.2,202.2,44.1
71,3,16,241.6,199.8,41.8
71,4,17,267.1,224.5,42.6
71,5,16,254.1,212.6,41.5
71,6,17,256.6,216.7,39.9
71,7,17,265.3,228.0,37.3
71,8,17,263.4,224.3,39.1
71,9,17,262.4,217.6,44.7
71,10,16,258.2,221.1,37.1
71,11,16,245.6,206.7,38.9
71,12,16,222.7,184.4,38.3
71,13,16,245.8,208.4,37.3
71,14,16,273.1,225.5,47.6
71,15,16,257.4,209.8,47.6
71,16,17,264.0,226.0,38.0
71,17,16,243.4,205.2,38.2
71,18,16,251.1,208.2,43.0
71,19,17,260.1,221.9,38.3
71,20,16,243.4,205.1,38.4
71,21,16,256.6,217.4,39.2
71,22,16,242.7,196.6,46.1
71,23,16,234.6,192.2,42.4
71,24,16,254.5,209.2,45.3
71,25,16,246.9,207.7,39.1
71,26,16,248.4,203.4,45.1
71,27,16,253.3,205.2,48.2
71,28,17,255.1,215.2,39.8
71,29,16,259.9,216.0,43.9
71,30,16,248.5,211.9,36.5
71,31,17,260.7,224.4,36.4
71,32,17,267.6,225.1,42.4
71,33,17,282.5,238.0,44.5
71,34,16,238.6,193.4,45.2
71,35,16,252.9,215.9,37.0
71,36,16,251.5,214.4,37.1
71,37,16,278.5,230.6,47.9
71,38,16,247.6,210.3,37.3
71,39,16,226.5,187.3,39.2
71,40,16,243.2,207.2,36.1
71,41,16,270.8,223.4,47.5
71,42,16,268.8,229.5,39.4
71,43,16,258.8,218.2,40.5
71,44,17,273.4,234.1,39.3
71,45,16,247.8,207.0,40.9
71,46,16,246.9,210.7,36.3
71,47,17,263.0,223.1,39.8
71,48,16,220.7,178.3,42.3
71,49,16,247.6,205.6,41.9
71,50,16,196.9,157.5,39.4
72,0,17,253.1,215.0,38.1
72,1,17,283.6,236.3,47.3
72,2,16,256.4,215.9,40.5
72,3,17,270.2,226.3,43.9
72,4,16,219.3,181.3,38.0
72,5,16,232.2,193.8,38.4
72,6,16,243.1,206.3,36.8
72,7,16,255.5,213.8,41.7
72,8,16,271.1,232.1,39.0
72,9,16,222.0,183.3,38.7
72,10,17,253.2,215.9,37.3
72,11,16,244.8,207.4,37.4
72,12,16,219.9,182.3,37.6
72,13,16,226.5,189.1,37.3
72,14,16,231.6,192.9,38.8
72,15,16,270.4,227.9,42.5
72,16,17,260.1,215.9,44.2
72,17,16,219.7,183.4,36.3
72,18,16,228.5,190.0,38.5
72,19,16,237.9,200.8,37.1
72,20,17,274.6,228.4,46.3
72,21,17,253.2,216.5,36.7
72,22,16,233.5,197.0,36.6
72,23,16,243.1,197.3,45.8
72,24,16,233.1,197.2,35.8
72,25,17,268.0,228.7,39.3
72,26,16,256.7,218.7,38.0
72,27,16,219.3,180.8,38.4
72,28,16,263.9,217.7,46.2
72,29,16,229.2,185.8,43.4
